Sr No	StopCode	  StopName	LatLong	Type	Direction	Road Name	Depot	ROUTE 1	ROUTE 2	ROUTE 3	ROUTE 4	ROUTE 5	ROUTE 6	ROUTE 7	ROUTE 8	ROUTE 9	ROUTE 10	ROUTE 11	ROUTE 12	ROUTE 13	ROUTE 14	ROUTE 15	ROUTE 16	ROUTE 17	ROUTE 18	ROUTE 19	ROUTE 20	ROUTE 21	ROUTE 22	ROUTE 23	ROUTE 24	ROUTE 25	ROUTE 26	ROUTE 27	ROUTE 28	ROUTE 29	ROUTE 30
2492	11083	Dhobi Ghat	19.035432815551758,72.946784973144531	Pole	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2501	11092	Gandhi Market	19.0459461212158,72.896720886230469	Shelter	DN	Dr. C. Gidwani Road	Deonar	3620	3640	6630	0061	0211	0931	3731	3991	5011	5061	5261																			
2502	11093	Gandhi Market	19.0457344055175,72.8960952758789	Shelter	UP	Dr. C. Gidwani Road	Deonar	3620	3640	6630	0061	0211	0931	3731	3991	5011	5061	5261																			
2513	11104	Golf Club	19.0461807250976,72.898674011230469	Shelter	DN	Dr. C. Gidwani Road	Deonar	3620	3640	6630	0061	0211	0931	3731	3991	5011	5061	5261																			
2514	11105	Golf Club	19.0459175109863,72.898506164550781	Shelter	UP	Dr. C. Gidwani Road	Deonar	3620	3640	6630	0061	0211	0931	3731	3991	5011	5061	5261																			
2517	11108	Govandi Stn. Rd	19.0527744293212,72.914360046386719	Pole	DN	Govandi Stn. Rd.	Deonar	3600	3640	3710																											
2518	11109	Govandi Stn. Rd	19.0525321960449,72.913993835449219	Pole	UP	Govandi Stn. Rd.	Deonar	3600	3640	3710																											
2553	11144	Kanchwadi	19.0522727966308,72.916908264160156	Pole	DN	Shankheshwar Mandir Rd.	Deonar	3640	3710																												
2554	11145	Kanchwadi	19.0523147583007,72.916946411132812	Pole	UP	Shankheshwar Mandir Rd.	Deonar	3640	3710																												
2582	11173	Mahalaxmi Mandir	19.0467548370361,72.919662475585938	Pole	DN	Mahalaxmi Mandir Rd.	Deonar	3640	3710																												
2583	11174	Mahalaxmi Mandir	19.0464687347412,72.919548034667969	Pole	UP	Mahalaxmi Mandir Rd.	Deonar	3640	3710																												
2590	11181	Maitri Park	19.049812316894531,72.904777526855469	Shelter	UP	V. N. Purav Marg	Deonar	3520	3620	3760	0921	3551	3741	3821	4931	5031	5041	5051	5081	5151	5211																
2591	11182	Mandala	19.0420360565185,72.934799194335938	Shelter	DN	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2592	11183	Mandala	19.0426654815673,72.930458068847656	Shelter	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2595	11186	Mankhurd Station (North)	19.0427169799804,72.930816650390625	Shelter	DN	Y.B.Chavan Marg	Deonar	3800	5011	5031	5041	5051	5061	5081	5191	5201	5211	5261	5037	5927	0526	0606															
2596	11187	Mankhurd Station (North)	19.050386428833,72.933929443359375	Shelter	UP	Y.B.Chavan Marg	Deonar	3800	5011	5031	5041	5051	5061	5081	5191	5201	5211	5261	5037	5927	0526	0606															
2599	11190	Mankhurd Stn. Rd. (NAD)	19.042776107788,72.930900573730469	Pole	DN	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2600	11191	Mankhurd Stn. Rd. (NAD)	19.0408401489257,72.939689636230469	Shelter	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2605	11196	Narmadeshwar Mandir	19.041217803955,72.9390869140625	Shelter	DN	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2606	11197	Narmadeshwar Mandir	19.0408401489257,72.939689636230469	Pole	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2625	11216	Panjarapole	19.0459766387939,72.9079360961914	Pole	DN	Dr. C. Gidwani Road	Deonar	3620	6630	0061	0211	0931	3991	5011	5061	5261																					
2626	11217	Panjarapole	19.0456657409667,72.907707214355469	Pole	UP	Dr. C. Gidwani Road	Deonar	3620	6630	0061	0211	0931	3991	5011	5061	5261																					
2631	11222	Punjabwadi	19.0456256866455,72.914665222167969	Shelter	DN	V. N. Purav Marg	Deonar	3600																													
2632	11223	Punjabwadi	19.0457363128662,72.914558410644531	Shelter	DN	V. N. Purav Marg	Deonar	3520	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5041	5051	5061	5081	5151	5191	5201	5211	0526	0606	5037	5057	5927					
2633	11224	Punjabwadi	19.0453853607177,72.914726257324219	Shelter	UP	V. N. Purav Marg	Deonar	3520	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5041	5051	5061	5081	5151	5191	5201	5211	0606	5037	5057	5927						
2636	11227	R.K. Studio	19.0480594635009,72.9076919555664	Shelter	DN	V. N. Purav Marg	Deonar	3520	0921	3551	3741	3821	4931	5031	5041	5051	5081	5211	0526	5037	5057	5927															
2637	11228	R.K. Studio	19.0477313995361,72.906936645507812	Shelter	DN	V. N. Purav Marg	Deonar	3620	3760																												
2638	11229	R.K. Studio	19.0477352142333,72.9069595336914	Shelter	UP	V. N. Purav Marg	Deonar	3520	0921	3551	3741	3821	4931	5031	5041	5051	5081	5211	0526	5037	5057	5927															
2639	11230	Rajkapoor Chowk	19.0440807342529,72.921195983886719	Shelter	DN	V. N. Purav Marg	Deonar	3520	3600	3640	3710	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5061	5081	5191	5201	5211	5261	0526	0606	5037	5057	5927				
2640	11231	Rajkapoor Chowk	19.0435943603515,72.921272277832031	Shelter	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3710	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5061	5081	5191	5201	5211	5261									
2644	11235	Reserve Bank Qtrs	19.0517978668212,72.902511596679688	Shelter	DN	V. N. Purav Marg	Deonar	3520	3620	3760																											
2645	11236	Reserve Bank Qtrs	19.0511245727539,72.903366088867188	Shelter	UP	V. N. Purav Marg	Deonar	3520	3620	3760																											
2648	11239	Samrat Ashok Nagar	19.0544700622558,72.91143798828125	Shelter	UP	N.G.Acharya Marg	Deonar	3600	3640	3710																											
2649	11240	Sandu Wadi	19.0534725189208,72.897430419921875	Shelter	DN	V. N. Purav Marg	Deonar	3520	3760	3731	3741	3821	4931	5031	5041	5051	5211	5037	5057	5927																	
2650	11241	Sandu Wadi	19.0532684326171,72.897178649902344	Shelter	UP	V. N. Purav Marg	Deonar	3520	3760	3731	3741	3821	4931	5031	5041	5051	5211	5037	5057	5927																	
2714	11305	Telecom Factory	19.0449924468994,72.918380737304688	Pole	DN	Mahalaxmi Mandir Rd.	Deonar	3640	3710																												
2715	11306	Telecom Factory	19.0452003479003,72.9185562133789	Pole	UP	Mahalaxmi Mandir Rd.	Deonar	3640	3710																												
2716	11307	Telecom Factory	19.0450973510742,72.917686462402344	Pole	DN	V. N. Purav Marg	Deonar	3520	3600	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5041	5051	5061	5081	5191	5201	5211	5037	5057	5927							
2717	11308	Telecom Factory	19.0442428588867,72.918487548828125	Shelter	UP	V. N. Purav Marg	Deonar	3520	3600	6630	0211	0921	0931	3551	3741	3821	3991	4931	5011	5031	5041	5051	5061	5081	5191	5201	5211	5037	5057	5927							
2726	11317	Trombay	19.0346622467041,72.949211120605469	Pole	DN	V. N. Purav Marg	Deonar	3520	3600	3640	6630	0211	3551	3991																							
2727	11318	Trombay	19.0348491668701,72.9488525390625	Pole	DN	V. N. Purav Marg	Deonar	3780	3800																												
2728	11319	Trombay	19.034797668457,72.948890686035156	Pole	UP	V. N. Purav Marg	Deonar	3520	3600	3640	3780	3800	6630	0211	3551	3991																					
2737	11328	Vadhavali Gaon	19.0461521148681,72.901374816894531	Pole	DN	Dr. C. Gidwani Road	Deonar	3620	6630	0061	0211	0931	3991	5011	5061	5261																					
2738	11329	Vadhavali Gaon	19.045902252197266,72.90087890625	Pole	UP	Dr. C. Gidwani Road	Deonar	3620	6630	0061	0211	0931	3991	5011	5061	5261																					
2739	11330	Vashi Bus Stn.	19.0753364562988,72.996742248535156	POLE	DN	*	Deonar	5021	5071	5081	5101	5111	5171	5241	5331	5247																					
2767	36001	600 Tenment Gate	19.053337,72.919586	Pole	DN	Govandi Station Road	Shivaji nagar	3570	3751	3760	3800																										
2768	36002	600 Tenment Gate	19.053337,72.919586	Pole	UP	Govandi Station Road	Shivaji nagar	3570	3751	3760	3800																										
2770	36004	A. & M.College	19.0585289001464,72.907913208007812	Shelter	UP	N. G. Acharya  Marg	Shivaji nagar	0081	0191	3570	3600	3640	3710	3751	3830																						
2771	36005	Acharya Udyan	19.0533275604248,72.899887084960938	Shelter	UP	Dayanand Saraswati  Marg	Shivaji nagar	0081	0191	0921	3551	3620	3640	5081																							
2774	36008	Annabhau Sathe Nagar	19.0565586090087,72.9305191040039	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331																					
2775	36009	Annabhau Sathe Nagar	19.0563716888427,72.930130004882812	Shelter	UP	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331																					
2778	36012	B.M.C.C.Plant	19.0573177337646,72.92779541015625	Pole	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331	5247																				
2779	36013	B.M.C.C.Plant	19.0569820404052,72.9278564453125	Shelter	UP	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331	5247																				
2782	36016	Baiganwadi Junction	19.0587177276611,72.925010681152344	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331																					
2783	36017	Baiganwadi Junction	19.0587368011474,72.9234848022461	Pole	UP	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331																					
2785	36019	Chembur Church	19.0565776824951,72.9004135131836	Shelter	UP	Dayanand Saraswati  Marg	Shivaji nagar	0081	0191	0921	3551	3620	3640	5081																							
2792	36026	Chembur Railway Station	19.062002,72.901062	Pole	UP	N. G. Acharya  Marg	Shivaji nagar	3551	3570	3600																											
2794	36028	Deonar Muncipal Colony	19.053988,72.923485	Pole	DN	Sakharam Gangaram Patil Marg	Shivaji nagar	3570	3751	3760	3800																										
2796	36030	Deonar Muncipal Colony	19.053988,72.923485	Shelter	UP	Sakharam Gangaram Patil Marg	Shivaji nagar	0083	3570	3751	3760	3800																									
2804	36038	Dr. Ambedkar Udyan	19.0623226165771,72.900154113769531	Shelter	UP	Dayanand Saraswati  Marg	Shivaji nagar	3620																													
2805	36039	Dr. Ambedkar Udyan	19.059097290039,72.900474548339844	Shelter	UP	Dayanand Saraswati  Marg	Shivaji nagar	0921	3551	3640	5081																										
2806	36040	Dr. Ambedkar Udyan	19.059097290039,72.900474548339844	Shelter	UP	Dayanand Saraswati  Marg	Shivaji nagar	0081	0191	0921	3551	3620	3640	5081																							
2808	36042	Dr. Ambedkar Udyan	19.0618877410888,72.901031494140625	Pole	UP	N. G. Acharya  Marg	Shivaji nagar	0081	0191	3570	3600	3640	3710	3751	3830																						
2817	36051	G. Nagar Deonar/Abitator	19.058413,72.913918	Shelter	UP	Govandi Station Road	Shivaji nagar	0083	3570	3751	3760	3800																									
2819	36053	G. Nagar Deonar/Abitator	19.058413,72.913918	Pole	UP	Waman Tukaram Patil Marg	Shivaji nagar	0081	0191	3570	3751	3760	3830																								
2821	36055	Govandi Station	19.055363,72.915962	Shelter	UP	Govandi Station Road	Shivaji nagar	3570	3751	3760	3800																										
2822	36056	Indian Oil Nagar	19.0637111663818,72.912246704101562	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3500	4040'	4881	4891	5021	5071	5111	5171	5241	5331	0606	0536	5247																	
2826	36060	Jijamata Bhosale Marg Jn.	19.0700607299804,72.908111572265625	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3500	4040'	4881	4891	5021	5071	5111	5171	5241	5331	0606	0536	5247																	
2829	36063	Khardeo Nagar	19.0560569763183,72.909988403320312	Pole	UP	N. G. Acharya  Marg	Shivaji nagar	0081	0191	3570	3600	3640	3710	3751	3830																						
2835	36069	Maharashtra Nagar	19.0506134033203,72.935615539550781	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331	0606	0536	5247																		
2836	36070	Mhada colony	19.0629272460937,72.9148941040039	Pole	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3500	4040'	4881	4891	5021	5071	5111	5171	5241	5331																				
2838	36072	Mohite Patil Nagar	19.0531616210937,72.935714721679688	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331	0606	0536																			
2839	36073	Mohite Patil Nagar	19.0535316467285,72.935089111328125	Shelter	UP	Veer Jijamata Bhosale Marg	Shivaji nagar	3800	5021	5071	5101	5111	5171	5181	5241	5331	0606	0536	5247																		
2840	36074	Muncipal office	19.0603275299072,72.899124145507812	Pole	UP	19 th Road	Shivaji nagar	0921	3710	3751	3830																										
2845	36079	P.W.D.Ground	19.0675735473632,72.9096450805664	Pole	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3500	4040'	4881	4891	5021	5071	5111	5171	5241	5331																				
2847	36081	Railway Colony	19.0552520751953,72.933219909667969	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	0380	5021	5071	5101	5111	5171	5181	5241	5331																					
2851	36085	Samrat Ashok Nagar	19.0553951263427,72.910484313964844	Shelter	UP	N. G. Acharya  Marg	Shivaji nagar	3600	3640	3710																											
2853	36087	Samrat Ashok Nagar	19.055412,72.910591	Pole	UP	Waman Tukaram Patil Marg	Shivaji nagar	0081	0191	3570	3751	3760	3830																								
2858	36092	Shanti Baug	19.0573177337646,72.895248413085938	Shelter	UP	R.C.Chemburkar Marg	Shivaji nagar	0921	3710	3731	3751	3810	3821	3830	4300	4931	0097																				
2861	36095	Shivaji Nagar Bus Stn.	19.0660438537597,72.929115295410156	Shelter	DN	90 Feet Road	Shivaji nagar	3500																													
2866	36100	Shivaji Nagar Bus Stn.	19.062334,72.916595	Pole	UP	90 Feet Road	Shivaji nagar	3751	3760																												
2868	36102	Shivaji Nagar Depot	19.062334,72.916595	Pole	UP	90 Feet Road	Shivaji nagar	0191	0201	3290	3500	3570	3720	3751	3760	3830	4040	4881	4891	5181																	
2871	36105	Shivaji Nagar Junction	19.062334,72.916595	Pole	UP	Ahilaybai Holkar Marg	Shivaji nagar	0081	0191	0201	3290	3500	3570	3660	3751	3760	3790	3830	4040	4881	4891	5181															
2872	36106	Shivaji Nagar Junction	19.0627098083496,72.918495178222656	Shelter	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	3500	4040'	4881	4891	5021	5071	5111	5171	5241	5331	0606	0536	5247																	
2873	36107	Shivaji Nagar Junction	19.062334,72.916595	Pole	DN	Veer Jijamata Bhosale Marg	Shivaji nagar	5101																													
2881	36115	Shivaji Nagar Terminus	19.062334,72.916595	Shelter	UP	Bajiprabhu Deshpande Marg	Shivaji nagar	3790																													
2885	36119	Subhash Nagar	19.0602626800537,72.904815673828125	Shelter	UP	N. G. Acharya  Marg	Shivaji nagar	0081	0191	3570	3600	3640	3710	3751	3830																						
2887	36121	Tata Nagar	19.051983,72.921173	Pole	DN	Sakharam Gangaram Patil Marg	Shivaji nagar	3570	3751	3760	3800																										
2888	36122	Tata Nagar	19.051983,72.921173	Pole	UP	Sakharam Gangaram Patil Marg	Shivaji nagar	0083	3570	3751	3760	3800																									
2893	14005	Amar Mahal	19.0661354064941,72.900619506835938	Pole	Dn	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	0270	3290	3540	3681	3731	3821	4531	4931	5021	5091	0426	0436																		
2894	14006	Amar Mahal	19.0663223266601,72.900230407714844	Pole	Up	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	0270	3290	3540	3681	3731	3821	4531	4931	5021	5091	0426	0436																		
2896	14008	Amar Mahal	19.0666046142578,72.899864196777344	Shelter	Dn	Mahatma Gandhi Marg	Ghatkopar	3530	3850	4300	0097	3810 (Up)	4810 (Up)																								
2897	14009	Amar Mahal	19.066665649414,72.899688720703125	Shelter	Up	Mahatma Gandhi Marg	Ghatkopar	0530	3530	3790	3800	3850	3991	4300	0097	3810 (Dn)	4810 (Dn)	5101 (Dn)																			
2900	14012	Bhandup Pumping	19.15376663208,72.956680297851562	Shelter	Dn	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	3681	3731	4921	4931	5251	0426	0436	0017	0037	0057																				
2905	14017	Bhandup Village	19.1444301605224,72.950645446777344	Shelter	Dn	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	3681	3731	4931	4921	5251	0426	0436																							
2919	14031	C.B.I Quarters	19.0818214416503,72.910926818847656	Shelter	Up	Hingwala Lane	Ghatkopar	3530	3800	3850	4300	3810 (Dn)	3930 (Dn)	4810 (Dn)																							
2922	14034	Chheda Nagar	19.0686626434326,72.904304504394531	Shelter	Dn	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	0270	3290	3540	3681	3731	3821	4531	4931	5021	5091	3500	0017	0037	0057																
2923	14035	Chheda Nagar	19.0688571929931,72.903877258300781	Shelter	Up	Eastern Express Highway (Vasantrao Naik Marg)	Ghatkopar	0270	3290	3540	3681	3731	3821	4531	4931	5021	5091	3500	0017	0037	0057																
2934	14046	Gandhi Market	19.080954,72.904121	Shelter	Dn	Mahatma Gandhi Marg	Ghatkopar	3790	3800	3850	4300	3810 (Up)	3930 (Up)	4810 (UP)	5101 (Up)	0097																					
2935	14047	Gandhi Market	19.080954,72.904121	Pole	Up	Mahatma Gandhi Marg	Ghatkopar	3790	3800	3850	4300	3810 (Dn)	4810 (Dn)	5101 (Dn)	3930 (DN)	0097																					
2943	14055	Garodia Nagar 	19.0738182067871,72.9030990600586	Shelter	Dn	Mahatma Gandhi Marg	Ghatkopar	3530	3850	3991																											
2946	14058	Ghatkopar Bus Stn	19.0881042480468,72.918441772460938	Pole	Up	 Padmashri Vasantdada Patil Marg	Ghatkopar	3530	3540	3681	3731	4531	5091	3881 (Dn)																							
2950	14062	Ghatkopar Bus Stn (towards Nityanand Nagar)	19.0879020690917,72.9178695678711	Shelter	Up	Ghatkopar Bus Stn	Ghatkopar	0270	3821	4891	4991	4971	0456	3887	5111 (Dn)	5241 (Dn)	5247 (Dn)																				
2951	14063	Ghatkopar Bus Stn (towards Sion)	19.0881786346435,72.918380737304688	Shelter	Dn	 Padmashri Vasantdada Patil Marg	Ghatkopar	0270	3290	3540	3681	3731	3810	3821	3930	4531	4881	4891	4810	4991	5091	5331	3887	0101 (Up)	3250 (Up)	4300 (Up)	3850 (Up)	5111 (Up)	5171 (Up)	5241 (Up)	0536 (Up)	5247 (Up)					
2952	14064	Ghatkopar Depot/ Cashurina	19.0860652923583,72.919853210449219	Shelter	Up	 Padmashri Vasantdada Patil Marg	Ghatkopar	3530	3540	3681	3731	4531	5091	3881 (Dn)	5247 (Up)																						
2954	14066	Ghatkopar Depot/ Cashurina (towards Sion)	19.0859317779541,72.919929504394531	Shelter	Dn	 Padmashri Vasantdada Patil Marg	Ghatkopar	0270	3290	3540	3681	3731	3821	4531	4881	4891	5091	5111 (Up)	5171 (Up)	5241 (Up)	5331 (Up)	0536 (up)	5247 (Up)														
2955	14067	Ghatkopar Depot/ Cashurina (towards Sion)	19.0856609344482,72.919624328613281	Shelter	Dn	 Padmashri Vasantdada Patil Marg	Ghatkopar	3530	3540	3681	3731	4531	5091	5111	5171	5241	5331	5247	0536	0270 (Up)	3290 (Up)	3821 (Up)	3881 (Up)	4881 (Up)	4891 (Up)												
2958	14070	Ghatkopar Rly Station (E) 	19.08466,72.90741	Shelter	Dn	 Jawahar Marg	Ghatkopar	3790	3800	3930 (Up)																											
2962	14074	Ghatkopar Rly Station (E) 	19.0837631225585,72.9056396484375	Shelter	Up	R.B.Mehta Marg	Ghatkopar	3800	3850	4300	3810 (Dn)	3930 (Dn)	4810 (Dn)																								
